Time
15:38:37.332 -> 59353.37
15:38:37.818 -> 58657.97
15:38:38.349 -> 60292.48
15:38:38.821 -> 59586.86
15:38:39.335 -> 60292.48
15:38:39.844 -> 60292.48
15:38:40.350 -> 60529.40
15:38:40.851 -> 60529.40
15:38:41.338 -> 60767.21
15:38:41.822 -> 60767.21
15:38:42.344 -> 60529.40
15:38:42.853 -> 60529.40
15:38:43.358 -> 61005.91
15:38:43.854 -> 60767.21
15:38:44.358 -> 60767.21
15:38:44.827 -> 61005.91
15:38:45.332 -> 61005.91
15:38:45.843 -> 60292.48
15:38:46.344 -> 60767.21
15:38:46.843 -> 61245.47
15:38:47.343 -> 61005.91
15:38:47.847 -> 61485.93
15:38:48.354 -> 60767.21
15:38:48.848 -> 60767.21
15:38:49.354 -> 60529.40
15:38:49.865 -> 60529.40
15:38:50.371 -> 60292.48
15:38:50.834 -> 60292.48
15:38:51.345 -> 60292.48
15:38:51.839 -> 60056.41
15:38:52.346 -> 60056.41
15:38:52.840 -> 60056.41
15:38:53.351 -> 60056.41
15:38:53.851 -> 60056.41
15:38:54.353 -> 60056.41
15:38:54.854 -> 60529.40
15:38:55.368 -> 60056.41
15:38:55.855 -> 60056.41
15:38:56.360 -> 60056.41
15:38:56.867 -> 60292.48
15:38:57.359 -> 60529.40
15:38:57.871 -> 60292.48
15:38:58.369 -> 60056.41
15:38:58.878 -> 60292.48
15:38:59.379 -> 60292.48
15:38:59.863 -> 60056.41
15:39:00.372 -> 60056.41
15:39:00.878 -> 60056.41
15:39:01.378 -> 60056.41
15:39:01.853 -> 60056.41
15:39:02.384 -> 59821.21
15:39:02.884 -> 60529.40
15:39:03.392 -> 59821.21
15:39:03.881 -> 59821.21
15:39:04.392 -> 59821.21
15:39:04.856 -> 59821.21
15:39:05.363 -> 59821.21
15:39:05.857 -> 59586.86
15:39:06.391 -> 59821.21
15:39:06.890 -> 59586.86
15:39:07.380 -> 59586.86
15:39:07.893 -> 60056.41
15:39:08.361 -> 59821.21
15:39:08.871 -> 59586.86
15:39:09.380 -> 59586.86
15:39:09.890 -> 59586.86
15:39:10.396 -> 59586.86
15:39:10.877 -> 59586.86
15:39:11.391 -> 59586.86
15:39:11.899 -> 59586.86
15:39:12.389 -> 59586.86
15:39:12.869 -> 59586.86
15:39:13.373 -> 59353.37
15:39:13.887 -> 59586.86
15:39:14.392 -> 59353.37
15:39:14.890 -> 59586.86
15:39:15.397 -> 59586.86
15:39:15.904 -> 59353.37
15:39:16.374 -> 59586.86
15:39:16.908 -> 59586.86
15:39:17.409 -> 59120.73
15:39:17.904 -> 59586.86
15:39:18.376 -> 59586.86
15:39:18.898 -> 59120.73
15:39:19.400 -> 59586.86
15:39:19.903 -> 59586.86
15:39:20.407 -> 59821.21
15:39:20.915 -> 59821.21
15:39:21.386 -> 59821.21
15:39:21.911 -> 59821.21
15:39:22.417 -> 60056.41
15:39:22.917 -> 59821.21
15:39:23.417 -> 60292.48
15:39:23.884 -> 60056.41
15:39:24.399 -> 60292.48
15:39:24.912 -> 60529.40
15:39:25.423 -> 60529.40
15:39:25.894 -> 60292.48
15:39:26.390 -> 60529.40
15:39:26.915 -> 60529.40
15:39:27.427 -> 60767.21
15:39:27.927 -> 60292.48
15:39:28.431 -> 60529.40
15:39:28.898 -> 60292.48
15:39:29.428 -> 60529.40
15:39:29.904 -> 60529.40
15:39:30.402 -> 60529.40
15:39:30.932 -> 60529.40
15:39:31.409 -> 60767.21
15:39:31.914 -> 60529.40
15:39:32.406 -> 60767.21
15:39:32.933 -> 61005.91
15:39:33.430 -> 61005.91
15:39:33.917 -> 61245.47
15:39:34.428 -> 61245.47
15:39:34.904 -> 61245.47
15:39:35.426 -> 61005.91
15:39:35.909 -> 61485.93
15:39:36.406 -> 61245.47
15:39:36.906 -> 61485.93
15:39:37.405 -> 61245.47
15:39:37.920 -> 61485.93
15:39:38.418 -> 61485.93
15:39:38.908 -> 61485.93
15:39:39.434 -> 61485.93
15:39:39.912 -> 61485.93
15:39:40.412 -> 61485.93
15:39:40.918 -> 61727.26
15:39:41.439 -> 61727.26
15:39:41.950 -> 61727.26
15:39:42.447 -> 61727.26
15:39:42.937 -> 61485.93
15:39:43.416 -> 61727.26
15:39:43.942 -> 61485.93
15:39:44.421 -> 61727.26
15:39:44.926 -> 61969.51
