2021-08-16 11:23:17, 101045, 364703
2021-08-16 11:23:18, 101563, 368514
2021-08-16 11:23:20, 101563, 368514
2021-08-16 11:23:21, 101563, 368514
2021-08-16 11:23:21, 101045, 368514
2021-08-16 11:23:22, 100021, 368514
2021-08-16 11:23:23, 100531, 368514
2021-08-16 11:23:25, 102084, 368514
2021-08-16 11:23:26, 101563, 368514
2021-08-16 11:23:27, 101045, 368514
2021-08-16 11:23:28, 101563, 368514
2021-08-16 11:23:29, 101563, 368514
2021-08-16 11:23:29, 100021, 360963
2021-08-16 11:23:31, 101045, 364703
2021-08-16 11:23:32, 101563, 364703
2021-08-16 11:23:33, 101563, 364703
2021-08-16 11:23:34, 101045, 364703
2021-08-16 11:23:35, 101563, 364703
2021-08-16 11:23:36, 101563, 364703
2021-08-16 11:23:37, 99013, 364703
2021-08-16 11:23:38, 101563, 364703
2021-08-16 11:23:39, 102084, 364703
2021-08-16 11:23:40, 101563, 364703
2021-08-16 11:23:41, 101045, 364703
2021-08-16 11:23:42, 101045, 364703
2021-08-16 11:23:43, 101563, 368514
2021-08-16 11:23:44, 101045, 372396
2021-08-16 11:23:45, 101563, 368514
2021-08-16 11:23:46, 100531, 357290
2021-08-16 11:23:47, 101045, 360963
2021-08-16 11:23:48, 101563, 360963
2021-08-16 11:23:49, 101045, 360963
2021-08-16 11:23:50, 101563, 360963
2021-08-16 11:23:51, 101563, 360963
2021-08-16 11:23:52, 101563, 357290
2021-08-16 11:23:53, 101563, 364703
2021-08-16 11:23:54, 102610, 360963
2021-08-16 11:23:55, 101045, 360963
2021-08-16 11:23:56, 101045, 360963
2021-08-16 11:23:57, 101045, 357290
2021-08-16 11:23:58, 101045, 360963
2021-08-16 11:23:59, 101045, 353684
2021-08-16 11:24:00, 103140, 357290
2021-08-16 11:24:01, 101045, 360963
2021-08-16 11:24:02, 102084, 353684
2021-08-16 11:24:03, 100531, 357290
2021-08-16 11:24:04, 101045, 353684
2021-08-16 11:24:05, 101045, 353684
2021-08-16 11:24:06, 101045, 353684
2021-08-16 11:24:07, 101045, 353684
2021-08-16 11:24:08, 101045, 353684
2021-08-16 11:24:09, 101045, 353684
2021-08-16 11:24:10, 100531, 353684
2021-08-16 11:24:11, 100531, 353684
2021-08-16 11:24:12, 100531, 353684
2021-08-16 11:24:13, 101563, 353684
2021-08-16 11:24:14, 101045, 350142
2021-08-16 11:24:15, 101045, 350142
2021-08-16 11:24:16, 101045, 353684
2021-08-16 11:24:17, 102610, 353684
2021-08-16 11:24:18, 100531, 353684
2021-08-16 11:24:19, 101045, 353684
2021-08-16 11:24:20, 101563, 353684
2021-08-16 11:24:21, 101563, 350142
2021-08-16 11:24:22, 101045, 353684
2021-08-16 11:24:23, 101045, 350142
2021-08-16 11:24:24, 101045, 350142
2021-08-16 11:24:25, 101045, 350142
2021-08-16 11:24:26, 100531, 350142
2021-08-16 11:24:27, 101045, 350142
