Time
10:52:50.679 -> 39133.49
10:52:51.158 -> 39133.49
10:52:51.681 -> 39133.49
10:52:52.161 -> 39133.49
10:52:52.655 -> 39133.49
10:52:53.174 -> 39298.77
10:52:53.675 -> 39133.49
10:52:54.179 -> 39133.49
10:52:54.679 -> 39133.49
10:52:55.180 -> 38968.71
10:52:55.679 -> 39133.49
10:52:56.160 -> 39133.49
10:52:56.663 -> 38968.71
10:52:57.167 -> 38968.71
10:52:57.658 -> 38968.71
10:52:58.187 -> 38968.71
10:52:58.696 -> 38968.71
10:52:59.179 -> 38968.71
10:52:59.665 -> 38968.71
10:53:00.171 -> 38968.71
10:53:00.675 -> 38804.44
10:53:01.173 -> 38804.44
10:53:01.698 -> 38968.71
10:53:02.188 -> 38968.71
10:53:02.668 -> 38968.71
10:53:03.186 -> 39133.49
10:53:03.687 -> 39133.49
10:53:04.173 -> 39133.49
10:53:04.683 -> 39133.49
10:53:05.186 -> 39298.77
10:53:05.690 -> 39133.49
10:53:06.204 -> 39464.57
10:53:06.680 -> 39298.77
10:53:07.199 -> 39133.49
10:53:07.711 -> 39298.77
10:53:08.182 -> 39298.77
10:53:08.687 -> 39464.57
10:53:09.209 -> 39630.86
10:53:09.677 -> 39464.57
10:53:10.179 -> 39464.57
10:53:10.709 -> 39464.57
10:53:11.180 -> 39464.57
10:53:11.698 -> 39464.57
10:53:12.182 -> 39464.57
10:53:12.688 -> 39630.86
10:53:13.189 -> 39464.57
10:53:13.690 -> 39464.57
10:53:14.191 -> 39464.57
10:53:14.709 -> 39464.57
10:53:15.193 -> 39464.57
10:53:15.692 -> 39298.77
10:53:16.192 -> 39464.57
10:53:16.718 -> 39464.57
10:53:17.203 -> 39464.57
10:53:17.705 -> 39464.57
10:53:18.207 -> 39464.57
10:53:18.700 -> 39464.57
10:53:19.225 -> 39464.57
10:53:19.702 -> 39464.57
10:53:20.202 -> 39464.57
10:53:20.698 -> 39464.57
10:53:21.207 -> 39464.57
10:53:21.707 -> 39464.57
10:53:22.227 -> 39464.57
10:53:22.704 -> 39298.77
10:53:23.231 -> 39464.57
10:53:23.697 -> 39464.57
10:53:24.214 -> 39464.57
10:53:24.713 -> 39464.57
10:53:25.207 -> 39630.86
10:53:25.711 -> 39464.57
10:53:26.226 -> 39464.57
10:53:26.740 -> 39464.57
10:53:27.233 -> 39464.57
10:53:27.714 -> 39464.57
10:53:28.213 -> 39464.57
10:53:28.719 -> 39298.77
10:53:29.223 -> 39298.77
10:53:29.738 -> 39464.57
10:53:30.241 -> 39464.57
10:53:30.708 -> 39464.57
10:53:31.226 -> 39464.57
10:53:31.745 -> 39630.86
10:53:32.244 -> 39298.77
10:53:32.719 -> 39298.77
10:53:33.222 -> 39464.57
10:53:33.733 -> 39464.57
10:53:34.241 -> 39464.57
10:53:34.715 -> 39464.57
10:53:35.218 -> 39464.57
10:53:35.737 -> 39298.77
10:53:36.226 -> 39298.77
10:53:36.737 -> 39298.77
10:53:37.237 -> 39464.57
10:53:37.744 -> 39298.77
10:53:38.228 -> 39464.57
10:53:38.755 -> 39298.77
10:53:39.237 -> 39464.57
10:53:39.743 -> 39464.57
10:53:40.249 -> 39298.77
10:53:40.759 -> 39464.57
10:53:41.229 -> 39298.77
10:53:41.732 -> 39298.77
10:53:42.247 -> 39298.77
10:53:42.761 -> 39298.77
10:53:43.253 -> 39298.77
10:53:43.749 -> 39464.57
10:53:44.245 -> 39298.77
10:53:44.737 -> 39298.77
10:53:45.241 -> 39298.77
10:53:45.746 -> 39464.57
10:53:46.239 -> 39464.57
10:53:46.744 -> 39298.77
10:53:47.244 -> 39464.57
10:53:47.738 -> 39298.77
10:53:48.250 -> 39298.77
10:53:48.759 -> 39464.57
10:53:49.261 -> 39298.77
10:53:49.757 -> 39298.77
10:53:50.237 -> 39298.77
10:53:50.745 -> 39298.77
10:53:51.263 -> 39133.49
10:53:51.757 -> 39133.49
10:53:52.269 -> 39298.77
10:53:52.776 -> 39298.77
10:53:53.274 -> 39298.77
10:53:53.753 -> 39298.77
10:53:54.265 -> 39298.77
10:53:54.775 -> 39298.77
10:53:55.245 -> 38968.71
10:53:55.774 -> 39298.77
10:53:56.274 -> 39298.77
10:53:56.757 -> 39298.77
10:53:57.253 -> 39298.77
10:53:57.783 -> 39298.77
10:53:58.276 -> 39298.77
10:53:58.754 -> 39298.77
10:53:59.273 -> 39298.77
10:53:59.785 -> 39133.49
10:54:00.259 -> 39298.77
10:54:00.786 -> 39298.77
10:54:01.259 -> 39133.49
10:54:01.762 -> 39298.77
10:54:02.271 -> 39298.77
10:54:02.774 -> 39298.77
10:54:03.266 -> 39298.77
10:54:03.772 -> 39298.77
10:54:04.265 -> 39298.77
10:54:04.776 -> 39133.49
10:54:05.270 -> 39298.77
10:54:05.778 -> 39298.77
10:54:06.286 -> 39298.77
10:54:06.794 -> 39133.49
10:54:07.272 -> 39133.49
10:54:07.779 -> 39298.77
10:54:08.267 -> 39298.77
10:54:08.775 -> 39133.49
10:54:09.300 -> 39298.77
10:54:09.800 -> 39133.49
10:54:10.273 -> 39133.49
10:54:10.797 -> 39133.49
10:54:11.290 -> 39133.49
10:54:11.777 -> 39133.49
10:54:12.277 -> 39464.57
10:54:12.788 -> 39133.49
10:54:13.305 -> 39298.77
10:54:13.796 -> 39133.49
10:54:14.277 -> 39133.49
10:54:14.784 -> 39133.49
10:54:15.296 -> 39298.77
10:54:15.807 -> 39133.49
10:54:16.309 -> 39298.77
10:54:16.804 -> 38968.71
10:54:17.306 -> 39133.49
10:54:17.783 -> 39133.49
